"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Senegal","SEN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","284.214297957411","333.449603760162","366.296959633853","395.354116947086","517.182647243715","520.87844854162","517.921775593626","564.476182487602","691.317886610071","725.288347280919","636.336224416425","613.511777728626","535.756651272196","506.656082421737","543.683522728935","751.437857421664","877.300368513171","838.419943552048","800.375968537718","906.508961676785","859.135009592483","894.79660114287","804.236659401893","524.049092072567","632.861803954861","641.054118828859","568.684258967952","598.41907839884","594.935900467942","528.237668475931","543.270081379594","577.227023276413","728.731362650614","834.948414289793","882.71507231594","923.988373582796","1089.18783066299","1264.50835498596","1165.52186002313","1134.55282711031","1196.44849911592","1151.19753342912","1190.66986303268","1209.52647620304","1046.84944944956","1071.35855452829","1152.76561762972","1274.39611074246","",
"Singapore","SGP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","996.524982963623","1167.64753259023","1518.53193264098","2068.64467871157","2260.13441351211","2433.04401206009","2474.37225424075","2791.0540497381","3405.84702086205","4051.83593850788","4540.60318515403","4935.68744488752","5526.76632304267","6175.60795647395","5976.14721689796","5668.11153168558","6108.67648821568","7424.70931567527","8799.92860581374","10072.9312640295","12254.6256430295","13817.7554583191","15326.3764202125","18712.7989623534","21962.4415363531","22830.8185898407","23628.5066497302","19015.8497203891","18783.2571280217","20369.3761593777","18218.9740056238","18238.0922706086","19275.7455545676","21781.970801841","23860.4139399301","28116.0854324611","33181.8562318666","32782.1708354175","31086.4182295766","40436.6565275526","45068.0139592462","45802.3639185997","46313.2291951436","47717.7720520401","43968.4309475792","44673.8263678165","47636.6818381981","50793.8245443193","",
"Solomon Islands","SLB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","419.838748774988","452.068223140218","472.782873830272","424.082798430446","582.09315332635","507.678253635161","431.495778619989","505.952190556214","637.650584257157","666.087683268324","593.995696970593","645.550786429241","672.807564664168","644.640244523187","695.01354977813","719.990525615624","716.790521915391","1311.8178857013","1053.82602658929","1053.9103781664","947.398223990331","847.002954586077","691.083988944836","632.526637785156","703.568110847917","736.56981535414","767.721148546868","705.846636692761","692.437176995842","589.751754200464","615.074998668384","761.9766353538","1107.05617607264","1306.53529969655","1271.82045552592","1346.82905158338","1390.64097375456","1387.33633874831","1468.98190275551","",
"Sierra Leone","SLE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","260.750880698036","261.21617043595","294.572282799685","221.49820746031","244.812208510354","189.440035650095","86.8628517178277","136.190426597051","203.66175343977","173.288640336433","103.518056479559","134.169021684889","109.507976903081","141.079321846283","154.264293415942","148.78329577606","168.786104029364","151.604574977541","105.714217534243","117.40157756461","108.159279317318","193.442417794435","212.459532603816","213.917758092293","217.759563009298","243.254429766083","273.902805345717","321.225789690283","375.407819405144","360.112549259997","346.687666026952","375.104707007944","488.878605073433","569.171543280401","571.642413688831","494.029214630585","361.193816461742","401.139109893818","435.254584944061","",
"El Salvador","SLV","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","294.67356511918","306.257631305344","340.732514605572","380.337798576197","419.491806951269","518.991118178073","640.327557728781","659.660705982436","720.214701718368","719.681474677263","677.064140114674","647.108751619317","666.869877971719","689.944705438029","712.335099616995","697.453829824478","722.442320163474","756.716715050767","780.167871729459","843.534157441401","907.186961979784","1006.16280337274","1147.69919304287","1308.01420863053","1500.99508031622","1588.52994062218","1664.40042808742","1765.07754744111","1779.22374974249","1844.64990352742","1899.18419423275","1929.98312931572","1984.91031481402","2027.87041781718","2155.03633453955","2329.49413206722","2443.27795711244","2562.29469682444","2442.74358229918","2556.73694702133","2813.53297420083","2917.98627421637","2957.63013494027","3006.66819694951","3079.00773830036","3128.90401130187","3189.85010533506","3306.18525675686","",
"San Marino","SMR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3647.64098333374","4784.12930239275","5769.07868626135","5070.40613145873","4680.32122807802","5563.80872775624","4852.01114541875","5402.90747117958","5296.50227823632","4431.5312351163","4506.59149925528","4863.37511216307","5704.84402723823","",
"Sub-Saharan Africa (excluding high income)","SSA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","168.593676867832","185.391295406462","230.833806941754","285.232562968913","306.79224525895","325.234954642911","334.653684248605","365.376651422058","402.391947643707","527.878263080801","829.584056038592","740.313233048534","614.229539174554","513.563953799145","453.825081762839","448.60395890191","486.887432640035","500.368863950085","469.2184390637","512.098838968523","527.752267355545","503.171195666645","452.494828156535","433.834387304456","487.304033651232","495.038289099782","506.366653593963","484.190453420208","477.459405491828","469.652963283059","441.560181274296","470.549092232226","571.908469020826","684.018255256522","773.151157281377","903.83639525001","992.629267443853","1045.23753113933","1031.44124716076","1176.62999787095","1258.27673311717","1308.76773805738","1351.27327123611","1432.41604312331","1305.71249966316","1177.98565727548","1223.49067834347","1180.38425622637","",
"South Sudan","SSD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1044.40628631608","1441.5261279968","947.98857576715","884.244556413245","","","","",
"Sub-Saharan Africa","SSF","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","169.302528850722","186.176894631181","231.820298160708","286.461587797718","308.124357713109","326.657939988619","336.387373935135","367.59336553512","405.013732235711","529.596216827961","830.248208558601","741.0110383651","615.29962058447","514.743295889413","455.214947289642","450.894686841003","490.044856937515","503.957984032379","472.906477021767","516.564916905698","532.455096744519","508.598375289552","457.985868142778","439.644315669666","493.529426992341","501.575101833301","512.363836017563","490.067767559947","483.458314277496","475.949431197749","447.772740798473","476.874132369907","579.118769438049","692.024735317805","780.650049169802","911.668185278756","1001.48738297414","1055.50733520598","1039.99287599167","1185.25200978557","1267.85585397196","1318.67018216214","1362.04516891313","1443.34858586075","1315.58815823322","1188.30077114348","1234.74192954261","1192.36660866087","",
"Small states","SST","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1629.09808059884","1872.13705008367","2011.94004329509","1894.29115932563","1752.16545261278","1654.35698382255","1630.6409134638","1707.56136247538","1896.91293143455","1879.69809390072","2119.14829850632","2226.19710982042","2320.15268081155","2304.84400137234","2370.98642384944","2680.95313949414","2769.1919960344","2938.55277541718","2921.01970232585","2980.93696290026","3119.57082423012","3284.79183363607","3457.02726037879","4054.66202145274","4667.14181352224","5207.37028612477","6078.69309751164","7144.40374827723","8378.75605218205","7147.02263617209","7884.9718391674","9132.04702164567","9683.29330599992","10139.0175902292","10442.7004730886","9335.16242974163","9133.85035319593","9722.09093111693","10284.1992403381","",
"Sao Tome and Principe","STP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","448.82028414804","493.72902480024","590.616276004553","649.543608602468","763.360068999073","816.430358071313","828.166505276723","961.954390586717","887.202453016102","851.866028932373","873.313624702066","817.636993331766","1028.08364171694","1180.01594357815","997.705705393292","1158.06400133248","1218.84319462935","1384.70246273576","",
"Suriname","SUR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1885.91238340471","2198.94550150696","2253.27506903056","2117.79906210664","2080.19900375586","2039.15858565803","2068.13473471258","2210.32791215184","2610.13504134589","1154.58662719673","780.689913077121","890.385005250445","773.446052126731","803.129650222262","1179.8527207592","1374.42892035618","1641.41569174231","1697.25020608955","2055.32036368881","1540.58642216193","1525.9570076918","1193.07663686913","1785.35111038811","2108.00699387192","2352.23284350266","2840.72674053493","4148.09042872207","4677.49001321812","5294.01407521081","5985.73907933276","5602.02967102663","4558.18536965245","5299.52826297268","6092.69423551023","6635.17587696436","6468.03296037019","3590.89169143696","2787.81292680019","3457.75595616711","",
"Slovak Republic","SVK","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3751.28726224369","4063.5656077767","3999.41705511446","4320.5162806295","4335.84259091542","4166.50965716005","4441.87822734723","5047.86827550029","6352.95112255795","7990.30438927943","8936.34129015433","10191.4778242868","12678.0816793835","14932.933725325","13082.0556620716","12941.00455129","13890.8147642247","13424.1008546084","14230.3006875108","14533.4855529937","12511.729625741","12940.1522812122","13785.2737735238","15058.9723618195","",
"Slovenia","SVN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8884.86426629346","8836.22891250098","8524.86910290409","9070.67133769687","9356.82484551879","8168.65353154076","8445.56964054266","9467.49014397452","11932.3990001433","13751.8211879214","14498.2280422861","15765.113122425","18970.0062888316","21826.0118519662","19485.4959218263","18508.7313235549","19718.6089088855","17513.6946671562","18213.6456888762","18975.9137246738","15940.7849027423","16732.9226957343","18499.0379132653","20690.5788339878","",
"Sweden","SWE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","4162.08792066115","4508.95310911793","5296.0240489862","6413.0172586632","7050.62636548988","8849.66347034268","9468.39318442785","9859.6777914798","10825.3533767703","12757.0954340294","14680.552982372","13275.4421521001","11593.5286961394","10583.8368934335","11050.5130964212","11509.6030976435","15273.8045223409","18595.2724927396","20852.6140238331","21696.8138440065","25680.4803986996","26550.4991590369","26897.4501848427","19714.5659249451","21627.7215160982","25361.8049689382","27553.1089664642","25253.9208693277","25557.0479629549","25987.2829663813","24841.9573830157","22691.6981780423","24899.2827774333","31729.0103772308","36029.9474165265","36807.1356483529","40093.4950009443","46442.9338113784","48533.4851368919","39521.9095964458","45165.9958625776","51577.3491577314","49185.4984805038","51759.9846829189","50830.7675020723","43222.9239905877","43610.0504422398","45392.7670015836","46001.8397216442","",
"Eswatini","SWZ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.9194912676","1264.98703496665","1379.27100096915","1375.15311584155","1339.54781538576","1662.21673308956","1595.8375224757","1678.02424162434","1441.97154932105","1434.88993430653","1526.6564012578","1409.43173124318","1203.72118877451","1814.78470980442","2341.32863457732","2855.50213086057","2775.89481292115","2912.59775362985","2696.49825901566","2844.95628228784","3383.24159924223","3847.83682662831","3862.63108741758","3665.36649461459","3474.01310089543","3191.64799446779","2908.85758049253","3291.76179999185","3564.48984205798","",
"Sint Maarten (Dutch part)","SXM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4669.60800405437","4573.33190398255","5495.21648164829","5863.29724638905","5935.38723237105","5901.93046655304","5748.63961206052","6332.12605203145","6575.08320409039","6526.56284585003","6308.70000889677","6584.27740991276","6564.05110489128","7062.45260815125","9157.02394731616","9887.79229086392","10689.4111856108","9893.4055557733","8910.25047530399","7995.19949920611","9022.02576528907","9874.98557048937","9928.46851257191","12230.1676901745","11959.1572666297","12013.7560034633","12044.947561918","12489.380700557","13508.5561958246","",
"Syrian Arab Republic","SYR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","322.212510238588","377.866610634488","436.1721872497","439.953198107843","661.36777905774","830.326976099645","869.190054675563","812.061339193276","943.87268862869","918.608201818737","1198.08803173366","1448.34899287111","1516.01101764479","1583.2663788317","1526.59287248336","1416.10340925703","1135.57116332316","864.2644891722","780.048274880326","608.102368050464","692.632348771746","784.937686368963","777.601592073228","783.437206148895","542.92304473905","590.498415503331","679.570197061774","689.351773282777","791.947916225259","746.586101527221","819.031916922416","940.976840637332","917.151522927681","891.024458508428","1094.13448250856","1173.64860347647","1325.40777765485","1604.33517140703","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21328.6017112764","22766.0665210005","23846.5994264269","23277.5308330518","23991.2788742366","",
"Chad","TCD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","208.849786835413","170.520641149093","160.425191467463","159.040554771057","172.593798772197","190.820834224538","191.120583945137","202.002737283609","250.232780454934","235.28288979379","275.613313136829","291.395671362992","283.972961741795","206.672212801142","164.225750393461","194.519536061565","207.423595132049","191.57891210816","210.553105678386","178.637410629448","152.248091066656","181.117085829295","191.522832927079","205.922170756942","228.753553582134","353.864648217866","383.456155313469","464.841287448959","517.268146208135","617.796110039325","683.110303945619","728.737275376724","728.691401596649","749.196533028377","771.50466271942","621.504312455973","554.328471301947","493.455088644329","521.425478736266","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","103.295275235932","107.751892345857","119.022252812425","145.422062560905","156.168509146877","170.574758912166","167.929087408797","189.925333047047","179.792718266157","192.481618519428","217.273022640103","232.132642838826","246.696573746693","255.755204785007","274.378371876932","296.86772074451","289.933506543098","272.071059783962","309.993503510961","337.597305862023","351.901475476121","384.663118994518","426.979203530341","461.701645477119","550.433724624297","661.36918069015","746.876734123032","761.949410478436","683.254741900455","740.727274002626","799.519558399218","832.319375440229","919.136907717556","1026.20058141281","1156.30777581856","1309.10036040161","1551.95977783026","1926.88127422959","2353.43375112662","2583.09431586143","3046.9409385677","3583.69671108846","4027.71838904241","4420.69825112445","4796.76181751682","4995.51680682447","5079.89168668785","5449.07877039611","6154.27230742086","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1369.4140979411","1381.55519239124","1235.92126467332","1423.54643263404","1572.39498828198","1653.31604579929","1673.5077718441","1496.61590657983","1639.43180556263","1646.02987664706","1863.66359447805","2281.12096344105","2974.48884727982","3743.24946475507","4499.41501066724","5862.39868233553","7197.7564806385","5676.62264912875","6649.14358078545","7994.09582401898","8314.36043625507","8797.68056811575","8289.54868305582","6529.38955858105","6215.67197672126","6890.48949112115","6925.82058929601","",
"Togo","TGO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","116.848323184285","131.00286726441","149.642798410949","195.651880950381","214.999651166755","218.075948484702","240.769361727885","267.679632407942","281.574617643301","340.577822346054","267.936063134244","208.468159720332","190.606019288728","175.327391299605","187.23813405966","257.196536959698","297.74094266821","324.965819102385","311.539823876129","371.350398112732","353.19044686652","368.49877308325","254.761992323499","186.095602166963","244.135770386904","279.005306762334","279.797713914454","286.704433062168","284.322700216655","259.662696896911","252.518578421566","283.698992613225","335.350568027107","359.853131428179","353.220155612646","366.507126663465","383.875391407329","436.494909040857","420.680820057452","415.62012223395","447.536863830594","367.354187115312","428.394299362412","460.454176675539","426.779276000577","433.997524135398","456.297040190811","522.731579017311","",
"Thailand","THA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","176.71548263522","188.709261119291","243.824049905439","304.303584565633","320.9155741125","356.611587768463","404.787391364274","482.018323257487","532.141156612925","607.843481005452","639.890286051666","656.627525464393","709.03661854999","719.970700708465","649.563608252765","701.578615569049","812.577070522335","980.509501897464","1136.17862830911","1302.52765033737","1480.33027493674","1651.87115919622","1899.67679916364","2130.26445949303","2416.49844785081","2544.94403112518","1993.21509189864","1422.65605470807","1606.17084521865","1582.23623115154","1467.71094537887","1651.10510634781","1859.71000115734","2110.49526282999","2271.20432232962","2666.89958548861","3177.86963262979","3421.61516148108","3321.19091112553","3996.9552890973","4363.04187694896","4504.08355702096","4622.23106050946","4490.99465986457","4432.94325640588","4590.37397678386","5072.78520293956","5556.68981934651","",
"Tajikistan","TJK","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243.202288163666","254.15209928745","340.912353742449","468.09220039176","637.672243891579","611.702374606666","780.035055814598","896.241663550466","1048.90291002184","1145.43925176984","1186.23903792168","973.081604889922","850.708924973746","856.933322362751","888.214433958264","",
"Turkmenistan","TKM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","501.778960488968","408.076254662127","268.766493549249","332.101943450678","492.806490917687","680.245181064681","794.845575832467","790.733937191065","950.999413691756","1212.35839163145","2095.90468473411","2802.6062415123","2910.1244555018","3396.10785762961","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","524.58182106024","577.213713273291","629.980705330599","812.507914233634","1018.68166015074","1039.09036317328","1122.97536947542","1214.35521473813","1333.04634361431","1509.65536385067","1766.83422699928","2009.71195561307","1797.04635906153","1494.35694275817","1471.88945790837","1502.26932854153","1503.08859326713","1551.960456048","1728.95796893692","1930.5325363624","2159.45851642698","2712.05845817011","2524.84963053999","2879.02373349528","3215.13487101656","3366.77612032156","3576.78162299269","3865.49479045612","3821.16424493486","3331.61631893201","3610.21576918234","3477.62594195431","3013.81598286053","3000.08107436301","3376.25478449884","4027.27332019688","4692.26897972851","5527.75039961051","6391.7781676193","6031.85326989234","7379.0520016685","8246.3423071668","8261.24837575015","8426.50083546432","8547.85782134027","7307.52915839273","7026.98857560095","7705.43112829279","7241.85758993983","",
"Timor-Leste","TLS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671.160981036208","","","","","","","","","","","","","1170.69131301473","1134.65724191603","1370.7970524727","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","877.547219422227","892.407405843291","1027.90719115685","1144.64317306415","1172.42973153659","1230.27686498855","1221.35738320948","1208.7252105122","1284.64505365732","1272.18505042465","1384.70501245828","1558.16614433945","1756.08727759299","2012.44945040661","2505.48195336793","2996.83849556448","2995.84811207462","3380.26486084212","3717.9480744749","3976.71434905644","3695.39763451078","3596.21357824186","3289.52302680571","3348.36621502514","3171.13454495172","","",
"Tonga","TON","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","663.943189821479","655.848559945806","627.338940731453","664.181016522482","623.962305390766","715.345303682013","842.867146246515","1129.0542994106","1088.8415695326","1140.48657203708","1319.44754227684","1355.03809270185","1364.68066811765","1964.81569308893","1970.75385082985","2142.34673577662","2069.81360226122","1859.94306939174","1876.95315208488","1882.8096681643","1675.2341225836","1727.24472310923","1885.95625902519","2124.64655087448","2382.32506535409","2707.15637291765","2758.07635038749","3172.36996275657","2896.13162341662","3348.2228875091","3834.63918897929","4321.74382567125","4156.88002351481","4045.67345916496","3982.94895795356","3635.7674733003","3909.92829436129","4040.02063110921","",
"South Asia (IDA & IBRD)","TSA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","107.099538195435","113.054076280281","114.141237906903","126.870377381104","149.465440016003","154.588923074469","147.710950228828","165.970788856691","185.548455922574","203.006715739944","240.151570231055","247.560508057457","248.016419364561","257.455036802888","249.383093064505","262.816916312982","271.335098398312","295.704564219151","310.455584887489","304.168198612493","319.614769717625","277.369701792048","287.745781660538","279.336199030155","310.816555713194","337.620634383029","361.78085906639","372.403125905071","371.904557081071","391.126969095817","395.472412994492","398.555568214811","411.366030654603","473.447777939914","539.59707241363","605.407864487452","682.725243892064","844.049337105365","836.574734380376","922.760169045824","1107.16788602991","1203.90590501322","1205.1337435366","1221.70919194765","1325.76932707382","1379.91309006782","1477.32649888283","1663.14924127257","1683.81648375576","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","169.302528850723","186.176894631181","231.820298160708","286.461587797718","308.124357713109","326.657939988619","336.387373935136","367.59336553512","405.013732235711","529.596216827962","830.248208558601","741.0110383651","615.299620584471","514.743295889413","455.214947289642","450.894686841003","490.044856937516","503.957984032379","472.906477021767","516.564916905698","532.455096744519","508.598375289552","457.985868142778","439.644315669666","493.529426992341","501.575101833301","512.363836017563","490.067767559947","483.458314277496","475.949431197749","447.772740798473","476.874132369907","579.118769438049","692.024735317805","780.650049169802","911.668185278756","1001.48738297414","1055.50733520598","1039.99287599167","1185.25200978557","1267.85585397196","1318.67018216214","1362.04516891313","1443.34858586075","1315.58815823322","1188.30077114348","1234.74192954261","1192.36660866087","",
"Trinidad and Tobago","TTO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","700.575054133927","750.687023633435","880.227154056738","1050.55631694999","1155.54335673017","1663.5370068971","1586.43737497058","2076.53749761456","2519.67810633215","2541.35710436018","3589.40535951102","4189.11416163736","5972.65384554821","5429.77938090631","5167.64167164441","4675.23571783123","3080.20822162588","2712.32292037764","2715.40320844244","2338.67148126374","2740.76797284547","3088.329015842","3144.2471192872","2719.11408056545","2879.32226014332","3193.35201634037","3199.26826329609","3378.49059370999","3773.7812351125","4038.37330672891","4554.36690725883","5227.3636765647","5282.35690280007","6301.54052985973","7933.53443906193","8726.92881638285","9586.98946396008","11837.1764125887","15750.6319451401","10602.9247467583","12311.6690624963","12345.4696424269","12918.5714970473","14402.7529577635","14974.5881288063","15236.4678519619","13587.1446265392","13589.6641933215","13197.7005739429","",
"Tunisia","TUN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","252.069613534975","291.476621908703","380.233381754055","445.867563392375","549.453270586097","657.325308385427","666.725425358764","720.874542159813","832.786102611984","926.855703794841","1095.99866034418","1044.1013279205","987.904122509353","979.848952744292","926.526909436819","907.616049635048","966.864734740313","1007.45120887362","1043.34309655539","1018.69577132255","1242.43975138126","1270.32314226803","1353.30233737737","1229.41823951823","1311.02159924861","1508.65314101651","1603.65695698444","1709.45273158488","1796.26369422785","1869.96003654802","1713.44758719823","1785.24788215617","1846.62403268254","2200.24735451706","2470.48693872655","2467.85631445189","2611.8396674934","2846.83308571459","3124.40121249819","3104.96957138576","3150.96824241196","3191.45445186538","3117.59894955154","3192.64412546233","3304.397861803","3007.2952471943","2911.65845044656","2738.07435295143","2679.00064814542","",
"Turkey","TUR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","418.658390137725","388.415283438676","476.26318776329","588.120969731348","790.11441414663","969.558639101322","1087.72346487166","1217.19450604011","1318.90720416864","1757.33767583762","1311.98866972566","1319.84694052369","1171.46920142952","1093.78344689246","1039.11037423796","1142.43293785336","1261.36295977598","1398.68950531143","1416.14493394029","1669.45440492401","2340.82187228796","2282.53410553599","2377.40455405939","2678.35305153735","1860.266584666","2407.37560817193","2550.07961697082","2634.34772399171","3766.94569563131","3401.13659547653","3591.19597348833","2483.16136941202","3001.07090550726","3938.16143929471","5079.90632369509","6266.60828387451","6791.88583285693","8207.30240042312","9078.97819579254","7452.41061227223","8960.08898086157","9573.31835572365","9886.60757948487","10612.4477219255","10203.392871235","9203.88372906507","8919.87600557982","8711.52435086352","7646.07017934042","",
"Tuvalu","TUV","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209.758748847086","174.23401343901","162.906116692885","184.344829399365","162.984775203539","147.01870361143","137.96209354744","157.906187360739","193.684251851968","222.489653747491","346.649415525863","353.802809136027","360.945021830545","350.419016460784","362.868232056155","379.884092119089","404.547424443658","429.951665468284","433.874163367777","487.60032172894","604.530942055914","610.707664458794","647.006590403279","677.549631528707","720.28065720812","808.636614559628","873.542680720964","792.098526912072","801.65899532548","818.028467796481","848.1282391025","",
"Uganda","UGA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","47.0364452381381","57.4408030275279","100.845443299697","118.196443702874","208.636249990082","202.001919075982","208.945239328027","343.776227244095","341.982769823946","259.20193279874","189.60760349401","132.668565360166","101.599433300332","123.334469210563","151.648534475581","211.348251429627","217.369947372362","225.146967590425","230.669721827401","214.62130737845","211.955277949586","189.71951317722","192.297491343647","172.74365318635","226.402738277143","251.54643917575","271.366369776214","314.329678544398","342.782359264917","438.281184693129","476.588052474449","440.439397073563","471.835105666398","479.444610099841","506.793750799821","480.457901435112","386.776453476322","402.473085400578","435.280068431498","",
"Ukraine","UKR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","735.493584750992","686.733303452922","786.806993652886","659.285266276481","493.790325380332","497.1364427451","618.96867133917","701.443269831199","833.625802689179","1104.36383272315","1507.77616260046","1898.1188038382","2558.41713677702","3290.40645809476","2052.70609686515","2424.19544677573","2909.09218857029","3226.5356379106","3352.42055177906","2632.28227273663","1819.2422293963","1859.47089620781","2235.81738633347","2619.90512522588","",
"Upper middle income","UMC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","197.136237137005","211.028057866103","234.420599732923","298.621725205646","358.73537426198","388.937885888278","410.880374690163","453.30212567553","470.119717362605","536.351742003643","605.030717795233","663.840760855293","644.106383830604","610.402948311045","624.126095267048","649.152570661917","666.195320473042","644.243714956017","703.480731073436","766.764659881317","890.379069293552","1039.67072356672","1035.06930005383","1129.47488042993","1225.7260527345","1358.41112455083","1479.91638160939","1559.86241530548","1489.8794812473","1407.92307571282","1531.00202077207","1528.46181828844","1529.36864296429","1689.80170626086","1979.66531853496","2334.60485271095","2760.04166529663","3400.19319527071","4042.16785716286","3957.43778488451","4746.73484756562","5525.88683415562","5897.36738949066","6210.37888193089","6403.01746852097","6005.64741805004","5949.62509896097","6474.12789204455","6885.66085729481","",
