,ACCESS_METHOD_ID_,IsWeekDay_,Period_,CALL_DURATION_sum,CALL_DURATION_max,CALL_DURATION_min,CALL_DURATION_mean,NO_OF_CALLS_sum,NO_OF_CALLS_max,NO_OF_CALLS_min,NO_OF_CALLS_mean
880,-11347559,1,morning,12,2,1,1.2,11,2,1,1.1
881,-11347294,1,afternoon,96,41,1,13.71,11,4,1,1.571
882,-11347294,1,morning,1,1,1,1,1,1,1,1
883,-11346987,1,afternoon,1,1,1,1,1,1,1,1
884,-11346987,1,evening,1,1,1,1,1,1,1,1
885,-11346375,0,afternoon,2,1,1,1,2,1,1,1
886,-11346375,0,morning,2,2,2,2,1,1,1,1
887,-11346375,1,afternoon,3,1,1,1,3,1,1,1
888,-11346375,1,evening,11,2,1,1.223,10,2,1,1.111
889,-11346375,1,morning,4,3,1,2,2,1,1,1
890,-11343399,0,afternoon,4,2,2,2,4,2,2,2
891,-11343399,0,evening,19,15,4,9.5,2,1,1,1
892,-11343399,0,morning,3,2,1,1.5,3,2,1,1.5
893,-11343399,1,afternoon,17,10,1,4.25,5,2,1,1.25
894,-11343399,1,evening,130,60,1,18.58,7,1,1,1
895,-11343399,1,morning,17,9,1,2.428,7,1,1,1
896,-11343399,1,night,3,3,3,3,2,2,2,2
897,-11342257,0,afternoon,5,3,1,1.667,3,1,1,1
898,-11342257,0,evening,8,5,1,2,4,1,1,1
899,-11342257,0,morning,13,3,1,1.625,10,3,1,1.25
900,-11342257,1,afternoon,17,3,1,1.134,15,1,1,1
901,-11342257,1,evening,20,4,1,1.429,15,2,1,1.071
902,-11342257,1,morning,32,5,1,1.685,20,2,1,1.053
903,-11341950,1,night,45,37,8,22.5,3,2,1,1.5
904,-11341767,0,afternoon,9,3,1,1.5,8,2,1,1.333
905,-11341767,0,evening,46,6,1,2,27,4,1,1.174
906,-11341767,0,morning,9,2,1,1.286,7,1,1,1
907,-11341767,0,night,2,1,1,1,2,1,1,1
908,-11341767,1,afternoon,5,2,1,1.667,3,1,1,1
909,-11341767,1,evening,78,12,1,1.857,46,2,1,1.096
910,-11341767,1,night,22,12,1,4.4,5,1,1,1
911,-11340360,1,morning,1,1,1,1,1,1,1,1
912,-11340135,0,afternoon,4,4,4,4,2,2,2,2
913,-11340135,0,evening,6,5,1,3,2,1,1,1
914,-11340135,0,morning,3,2,1,1.5,2,1,1,1
915,-11340135,1,afternoon,5,3,1,1.667,3,1,1,1
916,-11340135,1,evening,7,4,1,1.75,4,1,1,1
917,-11340135,1,morning,6,2,1,1.5,4,1,1,1
918,-11340034,0,afternoon,21,17,1,5.25,4,1,1,1
919,-11340034,0,evening,2,1,1,1,2,1,1,1
920,-11340034,0,morning,33,17,1,6.6,6,2,1,1.2
921,-11340034,1,afternoon,44,35,1,6.285,9,2,1,1.286
922,-11340034,1,evening,5,3,2,2.5,2,1,1,1
923,-11340034,1,morning,55,21,1,13.75,8,5,1,2
924,-11339891,0,evening,1,1,1,1,1,1,1,1
925,-11339891,1,afternoon,8,2,1,1.333,7,2,1,1.167
926,-11339891,1,evening,9,2,1,1.125,9,2,1,1.125
927,-11339891,1,morning,1,1,1,1,1,1,1,1
928,-11339809,1,afternoon,100,52,2,25,4,1,1,1
929,-11339809,1,evening,1,1,1,1,1,1,1,1
930,-11339483,1,evening,2,2,2,2,1,1,1,1
931,-11339260,1,afternoon,88,41,1,12.57,12,5,1,1.714
932,-11339260,1,evening,19,19,19,19,2,2,2,2
933,-11336608,0,afternoon,1,1,1,1,1,1,1,1
934,-11336608,1,evening,6,2,1,1.5,5,2,1,1.25
935,-11336608,1,morning,1,1,1,1,1,1,1,1
936,-11336181,0,afternoon,52,37,1,5.777,9,1,1,1
937,-11336181,0,evening,5,1,1,1,5,1,1,1
938,-11336181,0,morning,10,5,1,2,7,3,1,1.4
939,-11336181,1,afternoon,43,22,1,2.688,16,1,1,1
940,-11336181,1,evening,6,1,1,1,6,1,1,1
941,-11336181,1,morning,6,2,1,1.2,6,2,1,1.2
942,-11335527,0,afternoon,126,28,1,4.848,30,3,1,1.154
943,-11335527,0,evening,188,60,1,5.695,38,2,1,1.151
944,-11335527,0,morning,95,27,1,2.969,35,2,1,1.094
945,-11335527,1,afternoon,418,63,1,4.02,115,3,1,1.105
946,-11335527,1,evening,318,53,1,4.48,82,2,1,1.155
947,-11335527,1,morning,340,33,1,3.12,120,3,1,1.101
948,-11335527,1,night,4,4,4,4,2,2,2,2
949,-11333569,0,afternoon,14,6,1,2.8,5,1,1,1
950,-11333569,0,evening,51,24,4,12.75,6,2,1,1.5
951,-11333569,1,afternoon,22,18,1,7.332,3,1,1,1
952,-11333569,1,evening,289,60,2,28.9,11,2,1,1.1
953,-11333569,1,night,2,1,1,1,2,1,1,1
954,-11333529,0,afternoon,13,5,1,1.857,8,2,1,1.143
955,-11333529,0,evening,18,16,2,9,2,1,1,1
956,-11333529,0,morning,7,3,1,1.4,5,1,1,1
957,-11333529,1,afternoon,19,2,1,1.267,16,2,1,1.066
958,-11333529,1,evening,65,12,1,5,14,2,1,1.077
959,-11333529,1,morning,18,7,1,3,6,1,1,1
960,-11332898,1,afternoon,9,2,1,1.5,7,2,1,1.167
961,-11332898,1,morning,10,7,1,2.5,4,1,1,1
962,-11330389,1,morning,1,1,1,1,1,1,1,1
963,-11329981,0,afternoon,2,1,1,1,2,1,1,1
964,-11329981,0,morning,34,25,9,17,2,1,1,1
965,-11329981,1,afternoon,31,21,1,6.2,5,1,1,1
966,-11329981,1,evening,3,2,1,1.5,2,1,1,1
967,-11329981,1,morning,1,1,1,1,1,1,1,1
968,-11329859,0,afternoon,107,59,1,11.89,12,2,1,1.333
969,-11329859,0,evening,173,60,1,13.305,15,2,1,1.154
970,-11329859,0,night,412,60,1,41.2,10,1,1,1
971,-11329859,1,afternoon,290,51,1,13.18,30,4,1,1.363
972,-11329859,1,evening,408,83,1,18.55,28,3,1,1.272
973,-11329859,1,morning,57,52,1,14.25,6,3,1,1.5
974,-11329859,1,night,544,73,1,32,18,2,1,1.059
975,-11328736,0,afternoon,4,2,2,2,3,2,1,1.5
976,-11328736,0,evening,68,20,1,6.184,15,3,1,1.363
977,-11328736,0,morning,3,2,1,1.5,2,1,1,1
978,-11328736,1,afternoon,43,18,1,3.584,14,3,1,1.167
979,-11328736,1,evening,102,28,1,8.5,12,1,1,1
980,-11328736,1,morning,51,33,1,6.375,10,3,1,1.25
981,-11327554,1,afternoon,1,1,1,1,1,1,1,1
982,-11326860,0,morning,1,1,1,1,1,1,1,1
983,-11326860,1,evening,1,1,1,1,1,1,1,1
984,-11326616,1,morning,1,1,1,1,1,1,1,1
985,-11326025,0,evening,3,2,1,1.5,3,2,1,1.5
986,-11326025,0,morning,3,1,1,1,3,1,1,1
987,-11326025,1,afternoon,8,2,1,1.333,6,1,1,1
988,-11326025,1,evening,42,22,1,4.668,10,2,1,1.111
989,-11326025,1,morning,19,3,1,1.583,13,2,1,1.083
990,-11326025,1,night,1,1,1,1,1,1,1,1
991,-11325331,0,afternoon,29,24,1,9.664,3,1,1,1
992,-11325331,0,morning,20,16,1,5,4,1,1,1
993,-11325331,1,afternoon,38,16,1,6.332,9,3,1,1.5
994,-11325331,1,evening,5,1,1,1,5,1,1,1
995,-11325331,1,morning,96,33,1,6.4,20,4,1,1.333
996,-11324843,0,afternoon,7,2,1,1.167,6,1,1,1
997,-11324843,0,evening,18,4,1,2.25,12,2,1,1.5
998,-11324843,0,morning,1,1,1,1,1,1,1,1
999,-11324843,0,night,4,2,2,2,2,1,1,1
